#
# This file contains chip-profiles which allow us to adjust
# certain settings that varied wildly between 6581 chips even
# made in the same factory on the same day.
#
# This works under the assumption that the authors used the
# same SID chip their entire career.
#
name,folder,fltCox,flt0Dac,fltGain,digi,cwsLevel,cwsThreshold,exceptions,comments
20th Century Composers,/MUSICIANS/0-9/20CC/,0.4
Anthony Lees,/MUSICIANS/L/Lees_Anthony/,1.3
Antony Crowther (Ratt),/MUSICIANS/C/Crowther_Antony/,1.1
Barry Leitch (The Jackal),/MUSICIANS/L/Leitch_Barry/,0.3
Ben Daglish,/MUSICIANS/D/Daglish_Ben/,0.6,,,,,,Last_Ninja = Anthony Lees,Only Anthony Lees used the filters
Carsten Berggreen (Scarzix),/MUSICIANS/S/Scarzix/,0.7
Charles Deenen,/MUSICIANS/D/Deenen_Charles/,0.2
Chris Hülsbeck,/MUSICIANS/H/Huelsbeck_Chris/,0.9,0.2
Clever Music,/MUSICIANS/C/Clever_Music/,0.25
David Dunn,/MUSICIANS/D/Dunn_David/,0.015,1.5,,0.8
David Sturgeon (Abynx),/MUSICIANS/A/Abynx/,0.1,0.3, 0.8
David Whittaker,/MUSICIANS/W/Whittaker_David/,0.05,1.2
Edwin van Santen,/MUSICIANS/0-9/20CC/van_Santen_Edwin,0.3
Falco Paul,/MUSICIANS/0-9/20CC/Paul_Falco/,0.15
Figge Wasberger (Fegolhuzz),/MUSICIANS/F/Fegolhuzz/,0.25
Fred Gray,/MUSICIANS/G/Gray_Fred/,0.8,1.5,1.5
Frederik Segerfalk,/MUSICIANS/M/Moppe/,0.9
Geir Tjelta,/MUSICIANS/T/Tjelta_Geir/,0.5
Geoff Follin,/MUSICIANS/F/Follin_Geoff/,0.7
Georg Brandt,/MUSICIANS/B/Brandt_Georg/,0.1,,1.0,1.1
Georg Feil,/MUSICIANS/F/Feil_Georg/,0.2
Gerard Gourley,/MUSICIANS/S/Sonic_Graffiti/Gourley_Gerard/,0.1,1.5,0.8
Glenn Gallefoos,/MUSICIANS/B/Blues_Muz/Gallefoss_Glenn/,1.3,0.5,0.85
Jason C. Brooke,/MUSICIANS/B/Brooke_Jason/,0.1,0.8
Jason Page,/MUSICIANS/P/Page_Jason/,0.35
Jeroen Tel,/MUSICIANS/T/Tel_Jeroen/,0.3,,0.9,0.8
Johannes Bjerregaard,/MUSICIANS/B/Bjerregaard_Johannes/,0.35,,,,,,Stormlord = Jeroen Tel
Jonathan Dunn,/MUSICIANS/D/Dunn_Jonathan/,0.4,,0.8
Jori Olkkonen (Yip),/MUSICIANS/Y/Yip/,0.35,0.6
Jouni Ikonen (Mixer),/MUSICIANS/M/Mixer/,0.5,,0.85
Keith Tinman,/MUSICIANS/T/Tinman_Keith/,0.4,,0.7
Kim Christensen (Future Freak),/MUSICIANS/F/Future_Freak/,0.35
Laxity,/MUSICIANS/L/Laxity/,0.3
Linus Åkesson (lft),/MUSICIANS/L/Lft/,0.3
Mark Cooksey,/MUSICIANS/C/Cooksey_Mark/,0.2,0.3,,1.1
Mark Wilson,/MUSICIANS/W/Wilson_Mark/,0.2
Markus Klein (LMan),/MUSICIANS/L/LMan/,0.4,,0.7
Markus Müller,/MUSICIANS/M/Mueller_Markus/,0.5,0.3
Martin Galway,/MUSICIANS/G/Galway_Martin/,0.5,0.5,1.0,1.1
Martin Walker,/MUSICIANS/W/Walker_Martin/,0.15
Matt Gray,/MUSICIANS/G/Gray_Matt/,0.3,0.3,0.8,0.8
Matthew Cannon,/MUSICIANS/C/Cannon_Matthew/,0.4,,0.8
Michael Hendriks,/MUSICIANS/F/FAME/Hendriks_Michael/,0.35,0.7,,0.3
Michael Nilsson-Vonderburgh (Mitch),/MUSICIANS/M/Mitch_and_Dane/Mitch/,0.3,0.2
Mitch & Dane,/MUSICIANS/M/Mitch_and_Dane/,0.85,0.3
Neil Brennan,/MUSICIANS/B/Brennan_Neil/,0.25
Nigel Grieve,/MUSICIANS/G/Grieve_Nigel/,1.0,,1.5
Paul Hannay (Feekzoid),/MUSICIANS/F/Feekzoid/
Peter Clarke,/MUSICIANS/C/Clarke_Peter/,0.2
Pex Tufvesson,/MUSICIANS/M/Mahoney/,0.35
Ramiro Vaca,/MUSICIANS/V/Vaca_Ramiro/,0.7
Reyn Ouwehand,/MUSICIANS/O/Ouwehand_Reyn/,0.8,0.2
Richard Joseph,/MUSICIANS/J/Joseph_Richard/,0.4,,1.0
Rob Hubbard,/MUSICIANS/H/Hubbard_Rob/,0.35,0.6,0.8,0.9
Russell Lieblich,/MUSICIANS/L/Lieblich_Russell/,0.25,0.7
Shaun Southern,/MUSICIANS/S/Southern_Shaun/,0.1,0.9
Stellan Andersson (Dane),/MUSICIANS/M/Mitch_and_Dane/Dane/,0.85,0.3
Steve Barrett,/MUSICIANS/B/Barrett_Steve/,,,,0.55
Steve Turner,/MUSICIANS/T/Turner_Steve/,0.6,,,,,,Bushido = Jason Page,Only Jason Page used the filter (tune #2)
Thomas Mogensen (DRAX),/MUSICIANS/D/DRAX/,0.3
Tim Follin,/MUSICIANS/F/Follin_Tim/,0.7
Zoci-Joe,/MUSICIANS/Z/Zoci-Joe/,0.3
